id,num_orders
1014151,466.0
1196661,466.0
1072688,298.0
1161832,72.0
1146287,60.0
1329636,60.0
1113345,172.0
1079296,172.0
1245711,179.0
1312378,528.0
1280461,528.0
1132214,528.0
1013410,538.0
1315890,601.0
1453825,556.0
1137590,72.0
1046820,72.0
1100813,58.0
1213133,72.0
1119887,70.0
1339495,63.0
1172173,92.0
1250692,53.0
1000962,352.0
1122867,380.0
1367068,428.0
1181254,26.0
1411654,291.0
1154407,216.0
1477833,521.0
1422724,533.0
1112704,208.0
1346146,208.0
1108405,208.0
1194904,771.0
1448084,69.0
1266676,147.0
1099057,72.0
1188584,490.0
1230753,490.0
1237054,460.0
1161084,213.0
1401228,213.0
1493372,213.0
1395665,119.0
1002279,60.0
1424621,60.0
1256602,501.0
1390004,501.0
1146927,158.0
1057232,67.0
1319822,67.0
1353668,67.0
1157084,867.0
1115935,562.0
1033089,499.0
1090029,42.0
1464617,40.0
1209279,42.0
1039223,281.0
1152313,281.0
1198253,281.0
1356983,103.0
1375236,105.0
1276289,128.0
1188533,394.0
1163547,394.0
1089771,394.0
1449997,41.0
1261700,41.0
1098789,35.0
1119881,279.0
1174890,279.0
1194658,279.0
1354710,84.0
1276097,84.0
1451749,84.0
1260659,393.0
1342195,169.0
1177959,169.0
1346194,157.0
1081095,174.0
1228200,174.0
1400215,166.0
1101987,169.0
1280892,203.0
1207745,746.0
1158313,794.0
1326014,828.0
1040372,61.0
1405754,54.0
1251759,54.0
1094372,485.0
1113898,485.0
1351735,485.0
1305756,310.0
1144073,310.0
1219445,310.0
1399854,650.0
1077708,887.0
1136982,650.0
1168044,81.0
1301176,81.0
1045879,330.0
1375132,330.0
1224442,330.0
1195553,114.0
1486052,67.0
1406304,78.0
1003371,570.0
1447908,482.0
1022766,745.0
1359162,81.0
1149541,81.0
1389512,83.0
1294598,474.0
1187407,474.0
1151085,474.0
1262007,151.0
1273205,151.0
1098767,151.0
1328665,693.0
1207902,250.0
1110134,250.0
1135750,88.0
1404904,88.0
1252213,93.0
1471895,964.0
1370308,533.0
1488744,469.0
1312130,324.0
1432207,324.0
1067574,324.0
1497576,56.0
1173597,115.0
1463356,115.0
1476005,723.0
1226297,723.0
1312818,269.0
1170077,150.0
1132041,150.0
1144962,150.0
1180712,612.0
1420842,332.0
1048319,366.0
1062167,158.0
1281864,158.0
1310639,149.0
1316568,99.0
1470598,99.0
1126729,48.0
1187117,62.0
1231315,66.0
1193778,204.0
1497770,209.0
1296043,225.0
1109033,238.0
1253619,238.0
1015055,238.0
1323954,318.0
1236535,45.0
1291602,114.0
1034239,114.0
1487244,202.0
1432981,202.0
1413500,168.0
1240615,5556.0
1125250,5556.0
1049986,5556.0
1432590,72.0
1064865,62.0
1462054,40.0
1175329,536.0
1231504,536.0
1310137,581.0
1176123,200.0
1267634,220.0
1397808,200.0
1489068,826.0
1399261,607.0
1057026,878.0
1157087,138.0
1221970,122.0
1055041,327.0
1378097,327.0
1154169,327.0
1062376,111.0
1181839,181.0
1276632,63.0
1388270,565.0
1171130,498.0
1242759,569.0
1035528,67.0
1232845,67.0
1133643,67.0
1020633,150.0
1137724,312.0
1418017,277.0
1129706,601.0
1414426,1154.0
1443244,1154.0
1336913,384.0
1216868,384.0
1074099,384.0
1005733,137.0
1187232,137.0
1315006,2794.0
1429640,362.0
1193124,362.0
1321067,254.0
1020914,83.0
1464172,83.0
1012356,569.0
1048213,569.0
1414658,1064.0
1067356,5852.0
1402145,5852.0
1205618,5852.0
1102348,59.0
1439251,56.0
1141169,33.0
1429174,545.0
1360530,545.0
1078717,545.0
1034750,362.0
1292295,362.0
1464006,362.0
1207416,659.0
1081039,320.0
1038600,659.0
1434474,79.0
1420970,79.0
1493390,112.0
1062042,112.0
1407930,112.0
1309366,123.0
1494106,84.0
1253128,54.0
1230871,373.0
1103899,534.0
1178356,510.0
1270686,48.0
1461376,48.0
1055872,46.0
1027667,297.0
1150000,270.0
1035466,624.0
1015226,397.0
1004410,397.0
1225216,499.0
1261758,499.0
1009224,499.0
1164468,85.0
1234697,865.0
1072809,269.0
1405077,337.0
1133718,132.0
1090779,70.0
1220305,70.0
1455516,499.0
1077080,485.0
1381871,962.0
1497941,742.0
1405281,742.0
1184133,742.0
1297493,74.0
1351826,52.0
1351915,52.0
1303502,270.0
1103552,270.0
1074755,270.0
1054413,115.0
1100592,115.0
1265971,115.0
1062386,809.0
1005415,531.0
1454684,596.0
1098324,121.0
1463531,121.0
1128843,125.0
1200592,202.0
1337305,202.0
1130901,202.0
1101312,151.0
1423243,89.0
1358603,103.0
1040493,305.0
1023439,367.0
1402530,367.0
1148734,42.0
1115378,42.0
1138163,276.0
1089398,276.0
1111393,276.0
1441237,103.0
1073593,103.0
1353069,103.0
1237302,955.0
1068099,246.0
1296768,246.0
1407946,160.0
1341469,169.0
1099372,151.0
1310892,289.0
1190768,384.0
1070732,384.0
1249505,410.0
1235991,410.0
1260972,410.0
1207552,68.0
1043700,92.0
1311764,92.0
1387118,225.0
1193391,162.0
1091807,162.0
1240478,135.0
1494088,135.0
1347537,135.0
1102292,951.0
1088345,547.0
1446214,674.0
1033631,59.0
1291932,59.0
1048558,108.0
1374367,83.0
1379701,326.0
1324376,330.0
1000116,330.0
1213448,26.0
1246867,310.0
1414636,310.0
1390449,310.0
1440242,532.0
1382211,59.0
1248175,59.0
1395486,148.0
1222155,159.0
1031664,301.0
1022670,301.0
1280365,181.0
1034558,148.0
1147078,148.0
1459822,148.0
1099677,83.0
1348084,83.0
1220274,56.0
1209309,207.0
1184750,207.0
1190011,66.0
1319480,135.0
1305176,66.0
1251039,49.0
1312629,250.0
1031682,291.0
1034125,280.0
1046291,119.0
1444323,148.0
1317716,148.0
1057421,148.0
1428458,275.0
1348068,275.0
1380958,1102.0
1001797,398.0
1207458,398.0
1252167,398.0
1402459,58.0
1336623,72.0
1092234,49.0
1276698,206.0
1014174,206.0
1389987,162.0
1176492,104.0
1248265,104.0
1045510,104.0
1045443,446.0
1099568,696.0
1295338,446.0
1207102,138.0
1391315,138.0
1251276,138.0
1003702,106.0
1371347,106.0
1495432,106.0
1427121,122.0
1314783,113.0
1358927,70.0
1465453,260.0
1183611,400.0
1272052,414.0
1363954,37.0
1409502,43.0
1030133,393.0
1363671,400.0
1035001,180.0
1410185,512.0
1432211,512.0
1065392,512.0
1373418,222.0
1365940,222.0
1242870,222.0
1231479,106.0
1404091,106.0
1181234,1087.0
1085163,269.0
1436870,269.0
1254416,94.0
1471032,61.0
1334116,61.0
1347256,357.0
1311604,357.0
1063501,555.0
1025721,546.0
1276142,546.0
1060806,546.0
1071661,108.0
1498066,53.0
1407735,53.0
1051651,5737.0
1363995,5694.0
1454364,196.0
1467138,78.0
1074197,79.0
1230896,78.0
1115906,962.0
1186445,611.0
1478644,611.0
1096482,288.0
1429191,288.0
1257617,288.0
1440883,139.0
1021872,139.0
1154559,139.0
1095162,97.0
1300311,104.0
1389878,136.0
1412672,340.0
1155036,340.0
1112459,340.0
1133681,42.0
1218617,42.0
1190145,58.0
1262383,286.0
1331957,286.0
1481626,286.0
1134995,111.0
1285263,111.0
1106138,111.0
1175167,374.0
1205164,127.0
1483833,127.0
1496897,147.0
1074105,92.0
1465377,92.0
1106879,175.0
1150467,204.0
1116996,194.0
1185434,314.0
1266519,314.0
1353114,314.0
1129265,137.0
1252749,64.0
1162104,41.0
1193418,732.0
1284837,732.0
1363184,739.0
1191468,267.0
1078789,267.0
1136805,267.0
1405386,1458.0
1114322,575.0
1350211,1358.0
1278837,142.0
1172455,130.0
1478221,142.0
1098408,420.0
1091951,420.0
1099622,389.0
1139472,111.0
1061430,207.0
1258982,83.0
1405793,660.0
1494572,492.0
1023532,586.0
1088540,79.0
1350522,68.0
1062543,772.0
1123146,772.0
1335657,772.0
1336480,1683.0
1334472,1683.0
1223905,1683.0
1106947,352.0
1268382,352.0
1410375,352.0
1480252,76.0
1270897,76.0
1171323,1109.0
1347721,444.0
1195122,444.0
1160060,191.0
1103877,85.0
1227192,85.0
1225674,603.0
1435797,588.0
1364079,1047.0
1306281,98.0
1299709,98.0
1299648,98.0
1191925,49.0
1303294,128.0
1276615,128.0
1347235,298.0
1433729,153.0
1442624,117.0
1136999,308.0
1419217,308.0
1314342,703.0
1429773,250.0
1267876,396.0
1387167,71.0
1173342,47.0
1186948,77.0
1233252,422.0
1066977,422.0
1152418,422.0
1124445,27.0
1026138,203.0
1332514,203.0
1468716,203.0
1287492,516.0
1206863,67.0
1398867,142.0
1055136,131.0
1118702,42.0
1359875,965.0
1107202,965.0
1296158,305.0
1470774,643.0
1117544,643.0
1151189,643.0
1186842,61.0
1398197,33.0
1083741,33.0
1037042,599.0
1088465,599.0
1451012,633.0
1227620,180.0
1102512,169.0
1234887,182.0
1128433,577.0
1444037,219.0
1015740,558.0
1346922,107.0
1102942,107.0
1174075,202.0
1108936,202.0
1412117,202.0
1014965,438.0
1418316,74.0
1472488,41.0
1019856,398.0
1175542,481.0
1013232,544.0
1321001,592.0
1100828,486.0
1068732,643.0
1386147,551.0
1410568,560.0
1471314,89.0
1143781,89.0
1010375,89.0
1144387,117.0
1229377,117.0
1095558,117.0
1478260,928.0
1438799,203.0
1359239,203.0
1097687,115.0
1065465,38.0
1028748,38.0
1487448,883.0
1331356,883.0
1480686,400.0
1236999,363.0
1199822,363.0
1254681,363.0
1047669,81.0
1084506,73.0
1407062,73.0
1004423,493.0
1207875,493.0
1328513,501.0
1170969,210.0
1281563,208.0
1432075,210.0
1253965,844.0
1444649,525.0
1152272,807.0
1393567,186.0
1154663,186.0
1144903,334.0
1329590,385.0
1441678,422.0
1001524,671.0
1440235,150.0
1437743,54.0
1468736,507.0
1325002,583.0
1255670,561.0
1054864,26.0
1057573,28.0
1006532,156.0
1276400,292.0
1086209,153.0
1325888,1154.0
1269656,1057.0
1219510,1154.0
1402597,362.0
1254290,362.0
1207536,362.0
1358623,122.0
1106454,122.0
1096522,122.0
1497989,619.0
1034611,460.0
1145961,460.0
1241244,94.0
1335255,65.0
1167949,63.0
1215373,308.0
1245385,349.0
1299559,639.0
1402501,100.0
1356370,100.0
1244578,100.0
1402872,102.0
1373011,102.0
1099626,102.0
1240618,297.0
1313356,297.0
1063775,297.0
1351476,195.0
1423116,269.0
1026366,820.0
1006892,48.0
1366540,48.0
1308211,57.0
1060946,82.0
1111869,40.0
1321821,46.0
1442998,309.0
1187281,636.0
1149992,636.0
1269393,192.0
1271415,192.0
1115599,192.0
1049715,255.0
1386843,131.0
1449443,878.0
1247790,921.0
1377409,728.0
1402068,313.0
1131692,313.0
1103707,313.0
1011869,175.0
1134421,104.0
1187227,104.0
1404182,388.0
1430582,388.0
1077995,388.0
1484671,150.0
1420778,150.0
1310109,150.0
1219340,1409.0
1483037,749.0
1278014,1409.0
1020009,294.0
1357861,294.0
1246537,294.0
1138911,444.0
1072349,444.0
1044205,139.0
1003775,81.0
1105139,106.0
1233795,473.0
1488993,473.0
1128989,473.0
1461060,79.0
1093258,125.0
1458579,480.0
1267831,480.0
1076102,480.0
1492794,140.0
1258414,140.0
1233270,140.0
1218069,752.0
1209101,245.0
1005839,250.0
1205721,169.0
1286663,205.0
1396005,213.0
1005991,474.0
1411749,474.0
1256153,686.0
1334064,350.0
1053700,356.0
1079711,334.0
1449942,41.0
1080233,135.0
1320661,136.0
1137255,860.0
1264796,437.0
1048031,437.0
1363159,272.0
1311397,272.0
1408686,272.0
1335629,334.0
1384967,207.0
1425196,320.0
1185945,89.0
1233671,103.0
1168634,103.0
1475193,77.0
1008215,64.0
1490942,73.0
1086613,288.0
1429213,288.0
1247277,288.0
1315521,26.0
1251613,26.0
1341539,35.0
1314843,90.0
1060246,90.0
1196722,90.0
1062489,81.0
1391156,81.0
1420868,932.0
1266795,95.0
1452943,95.0
1372739,81.0
1384170,40.0
1270445,235.0
1440443,235.0
1158748,357.0
1373369,5066.0
1171380,5066.0
1334250,409.0
1260574,61.0
1004325,115.0
1402074,115.0
1305204,607.0
1225037,607.0
1174606,607.0
1118582,232.0
1302852,311.0
1236914,251.0
1047047,978.0
1219768,609.0
1449676,978.0
1459390,149.0
1403792,395.0
1181820,395.0
1158592,395.0
1106569,105.0
1460628,74.0
1456648,56.0
1074653,409.0
1172350,515.0
1064482,548.0
1035769,54.0
1092414,54.0
1187218,48.0
1309910,266.0
1064688,237.0
1208945,103.0
1223704,295.0
1342926,295.0
1016090,295.0
1084541,334.0
1006036,334.0
1271294,334.0
1293143,96.0
1380357,2732.0
1394412,213.0
1045597,213.0
1242518,118.0
1425711,98.0
1236266,98.0
1391787,548.0
1018619,557.0
1439086,1021.0
1487991,606.0
1460540,606.0
1421075,606.0
1337962,53.0
1205702,53.0
1216068,53.0
1416093,303.0
1106438,5930.0
1187958,295.0
1461237,126.0
1493677,126.0
1346875,126.0
1047024,813.0
1179951,420.0
1272720,586.0
1009102,95.0
1102030,95.0
1357349,95.0
1254542,194.0
1239839,194.0
1142498,102.0
1479142,104.0
1127057,92.0
1143077,463.0
1315764,475.0
1076879,426.0
1117812,52.0
1171684,49.0
1187665,227.0
1150288,227.0
1092093,227.0
1447408,82.0
1331327,82.0
1478225,925.0
1247480,98.0
1105195,98.0
1439531,106.0
1079007,106.0
1068176,111.0
1396170,708.0
1334406,249.0
1014026,335.0
1352373,292.0
1243030,292.0
1041420,292.0
1319327,103.0
1410028,52.0
1139636,52.0
1036193,679.0
1003367,679.0
1387633,258.0
1332886,300.0
1080327,300.0
1013373,300.0
1078845,772.0
1240791,476.0
1474319,559.0
1494561,110.0
1150748,110.0
1140411,110.0
1440680,206.0
1067429,206.0
1160511,206.0
1065243,114.0
1279830,97.0
1030666,95.0
1433611,283.0
1333707,308.0
1266311,292.0
1103146,48.0
1491817,265.0
1212716,265.0
1301661,265.0
1233889,107.0
1342250,107.0
1079171,107.0
1132769,1151.0
1177184,118.0
1162498,126.0
1226350,164.0
1353682,54.0
1144693,155.0
1200921,195.0
1098073,195.0
1083024,318.0
1496726,324.0
1222568,301.0
1118152,31.0
1474455,63.0
1344569,250.0
1362812,3752.0
1357918,254.0
1427314,183.0
1177846,350.0
1447665,350.0
1180242,588.0
1057980,465.0
1057989,588.0
1494214,122.0
1360415,122.0
1474051,122.0
1139545,61.0
1102908,44.0
1281533,73.0
1233530,344.0
1474190,334.0
1195458,344.0
1481613,31.0
1004249,169.0
1165001,169.0
1022162,169.0
1185155,49.0
1152177,968.0
1374738,402.0
1379639,100.0
1333423,100.0
1128407,105.0
1204473,100.0
1310544,187.0
1154591,187.0
1494201,178.0
1115748,573.0
1353589,596.0
1484676,596.0
1048616,66.0
1314508,53.0
1296975,53.0
1372115,226.0
1336189,226.0
1121324,263.0
1045996,122.0
1361706,122.0
1431483,122.0
1387232,429.0
1160893,420.0
1431384,490.0
1235837,81.0
1436037,74.0
1202680,74.0
1412587,173.0
1377286,173.0
1197461,173.0
1116597,51.0
1062507,80.0
1030306,338.0
1013660,286.0
1086030,657.0
1229602,34.0
1272184,29.0
1433035,190.0
1374038,190.0
1222840,190.0
1356273,79.0
1101932,79.0
1021010,919.0
1171411,88.0
1337490,88.0
1332396,71.0
1303811,72.0
1333733,83.0
1191789,324.0
1325792,324.0
1476106,248.0
1171225,149.0
1235681,382.0
1224499,415.0
1423465,74.0
1120552,88.0
1292401,88.0
1226546,272.0
1485369,272.0
1369288,288.0
1432305,373.0
1079777,373.0
1092628,373.0
1282588,400.0
1415191,245.0
1209550,362.0
1370271,127.0
1104842,67.0
1381859,68.0
1062232,67.0
1171522,69.0
1084587,31.0
1439204,55.0
1159953,276.0
1379917,411.0
1082924,405.0
1380277,34.0
1303074,33.0
1357053,173.0
1482844,364.0
1095958,481.0
1335161,521.0
1432554,494.0
1058867,104.0
1289214,104.0
1028000,104.0
1437271,55.0
1399943,55.0
1107949,525.0
1356581,67.0
1194491,60.0
1203992,58.0
1073984,58.0
1158974,405.0
1244952,405.0
1350959,662.0
1221985,385.0
1428233,377.0
1247118,377.0
1460736,47.0
1317327,88.0
1233024,88.0
1471569,194.0
1415077,194.0
1056913,240.0
1277505,150.0
1359182,142.0
1430948,447.0
1013760,572.0
1147147,447.0
1415890,116.0
1265084,211.0
1431945,211.0
1484655,88.0
1161020,108.0
1175530,287.0
1154338,252.0
1130574,245.0
1051940,24.0
1440445,25.0
1192440,320.0
1260322,321.0
1421768,375.0
1449682,321.0
1415276,275.0
1453255,112.0
1248669,112.0
1230958,112.0
1157877,80.0
1325572,734.0
1431659,217.0
1309583,217.0
1209010,80.0
1285811,54.0
1136992,54.0
1108246,248.0
1104829,248.0
1330971,489.0
1224992,370.0
1268353,366.0
1232469,366.0
1410483,76.0
1063825,61.0
1243528,61.0
1349678,168.0
1072684,168.0
1342993,198.0
1495669,149.0
1322377,149.0
1202457,149.0
1415501,546.0
1363882,566.0
1080956,546.0
1134020,141.0
1151908,154.0
1350192,164.0
1416559,164.0
1092576,164.0
1344385,97.0
1217656,141.0
1302415,75.0
1242600,669.0
1467152,460.0
1438001,515.0
1460611,37.0
1441014,29.0
1357398,328.0
1077114,308.0
1263663,328.0
1372445,376.0
1298212,376.0
1491344,376.0
1281588,420.0
1136004,190.0
1289149,190.0
1474421,39.0
1473813,39.0
1252840,1014.0
1172252,116.0
1189064,119.0
1361099,154.0
1013719,74.0
1073519,74.0
1277293,442.0
1159227,443.0
1139762,574.0
1295739,98.0
1009685,98.0
1474772,98.0
1165673,36.0
1065468,116.0
1102053,116.0
1161784,720.0
1051139,698.0
1269039,123.0
1158737,86.0
1246489,86.0
1202461,86.0
1198164,656.0
1011440,241.0
1413230,373.0
1094332,54.0
1141137,31.0
1049606,71.0
1391442,471.0
1359351,486.0
1233267,486.0
1314748,35.0
1413495,184.0
1225930,184.0
1137875,184.0
1190701,91.0
1122832,88.0
1089220,44.0
1249809,195.0
1093731,175.0
1064557,172.0
1117909,300.0
1214618,300.0
1089335,300.0
1213475,73.0
1170902,50.0
1481946,630.0
1224868,151.0
1106482,128.0
1273502,89.0
1216168,76.0
1083594,898.0
1224295,522.0
1013278,526.0
1005855,122.0
1056709,115.0
1249671,298.0
1230380,298.0
1484433,298.0
1267040,106.0
1473223,86.0
1233669,139.0
